Year,Industry,AI_Tool,Region,Company_Size,Adoption_Rate_%,Number_of_Users_(Millions)
2019,Retail,Midjourney,Asia-Pacific,Enterprise,70.55,2.72
2019,Retail,Midjourney,Latin America,Small,38.85,0.69
2019,Retail,Midjourney,Latin America,Medium,47.24,1.008
2019,Retail,Midjourney,Latin America,Large,56.7,1.192
2019,Retail,Midjourney,Latin America,Enterprise,68.64,3.39
2019,Retail,Midjourney,Middle East & Africa,Small,34.41,0.33
2019,Retail,Midjourney,Middle East & Africa,Medium,47.25,0.561
2019,Retail,Midjourney,Middle East & Africa,Large,47.4,0.635
2019,Retail,Midjourney,Middle East & Africa,Enterprise,56.05,0.999
2019,Retail,Gemini,North America,Small,58.19,1.366
2019,Retail,Gemini,North America,Medium,59.68,2.936
2019,Retail,Gemini,North America,Large,67.04,3.26
2019,Retail,Gemini,North America,Enterprise,72.37,3.18
2019,Retail,Gemini,Europe,Small,50.69,0.643
2019,Retail,Gemini,Europe,Medium,61.02,2.141
2019,Retail,Gemini,Europe,Large,63.4,1.948
2019,Retail,Gemini,Europe,Enterprise,74.01,1.302
2019,Retail,Gemini,Asia-Pacific,Small,53.35,1.044
2019,Retail,Gemini,Asia-Pacific,Medium,63.28,1.528
2019,Retail,Gemini,Asia-Pacific,Large,59.49,0.605
2019,Retail,Gemini,Asia-Pacific,Enterprise,74.19,2.41
2019,Retail,Gemini,Latin America,Small,45.55,0.544
2019,Retail,Gemini,Latin America,Medium,41.35,1.102
2019,Retail,Gemini,Latin America,Large,50.39,1.015
2019,Retail,Gemini,Latin America,Enterprise,61.19,0.676
2019,Retail,Gemini,Middle East & Africa,Small,44.03,0.725
2019,Retail,Gemini,Middle East & Africa,Medium,42.69,1.523
2019,Retail,Gemini,Middle East & Africa,Large,52.12,1.367
2019,Retail,Gemini,Middle East & Africa,Enterprise,63.77,1.501
2019,Retail,Claude,North America,Small,60.31,2.556
2019,Retail,Claude,North America,Medium,62.19,3.012
2019,Retail,Claude,North America,Large,69.48,3.281
2019,Retail,Claude,North America,Enterprise,73.58,0.968
2019,Retail,Claude,Europe,Small,53.35,1.646
2019,Retail,Claude,Europe,Medium,57.38,2.46
2019,Retail,Claude,Europe,Large,64.35,0.906
2019,Retail,Claude,Europe,Enterprise,69.35,0.858
2019,Retail,Claude,Asia-Pacific,Small,57.58,2.011
2019,Retail,Claude,Asia-Pacific,Medium,59.32,1.693
2019,Retail,Claude,Asia-Pacific,Large,69.48,1.575
2019,Retail,Claude,Asia-Pacific,Enterprise,72.7,3.035
2019,Retail,Claude,Latin America,Small,34.85,0.9
2019,Retail,Claude,Latin America,Medium,43.97,0.816
2019,Retail,Claude,Latin America,Large,53.07,0.82
2019,Retail,Claude,Latin America,Enterprise,67.71,3.079
2019,Retail,Claude,Middle East & Africa,Small,43.32,1.984
2019,Retail,Claude,Middle East & Africa,Medium,36.16,1.196
2019,Retail,Claude,Middle East & Africa,Large,44.09,0.497
2019,Retail,Claude,Middle East & Africa,Enterprise,62.58,2.549
2019,Retail,Jasper,North America,Small,60.53,2.738
2019,Retail,Jasper,North America,Medium,72.08,2.918
2019,Retail,Jasper,North America,Large,66.16,1.071
2019,Retail,Jasper,North America,Enterprise,72.6,2.793
2019,Retail,Jasper,Europe,Small,53.29,2.095
2019,Retail,Jasper,Europe,Medium,56.09,2.493
2019,Retail,Jasper,Europe,Large,67.15,0.67
2019,Retail,Jasper,Europe,Enterprise,68.96,2.972
2019,Retail,Jasper,Asia-Pacific,Small,54.92,2.245
2019,Retail,Jasper,Asia-Pacific,Medium,57.08,0.671
2019,Retail,Jasper,Asia-Pacific,Large,69.03,2.582
2019,Retail,Jasper,Asia-Pacific,Enterprise,70.31,2.38
2019,Retail,Jasper,Latin America,Small,44.65,0.729
2019,Retail,Jasper,Latin America,Medium,55.51,1.141
2019,Retail,Jasper,Latin America,Large,45.89,1.183
2019,Retail,Jasper,Latin America,Enterprise,66.98,3.19
2019,Retail,Jasper,Middle East & Africa,Small,41.12,1.142
2019,Retail,Jasper,Middle East & Africa,Medium,40.5,1.317
2019,Retail,Jasper,Middle East & Africa,Large,50.44,1.833
2019,Retail,Jasper,Middle East & Africa,Enterprise,60.9,2.833
2019,Manufacturing,ChatGPT,North America,Small,50.84,1.573
2019,Manufacturing,ChatGPT,North America,Medium,60.89,1.967
2019,Manufacturing,ChatGPT,North America,Large,70.37,3.311
2019,Manufacturing,ChatGPT,North America,Enterprise,69.96,3.263
2019,Manufacturing,ChatGPT,Europe,Small,45.04,2.221
2019,Manufacturing,ChatGPT,Europe,Medium,53.5,2.287
2019,Manufacturing,ChatGPT,Europe,Large,59.22,1.872
2019,Manufacturing,ChatGPT,Europe,Enterprise,71.38,1.638
2019,Manufacturing,ChatGPT,Asia-Pacific,Small,51.37,2.113
2019,Manufacturing,ChatGPT,Asia-Pacific,Medium,55.29,0.288
2019,Manufacturing,ChatGPT,Asia-Pacific,Large,57.95,1.691
2019,Manufacturing,ChatGPT,Asia-Pacific,Enterprise,63.38,2.94
2019,Manufacturing,ChatGPT,Latin America,Small,33.84,1.292
2019,Manufacturing,ChatGPT,Latin America,Medium,38.82,0.984
2019,Manufacturing,ChatGPT,Latin America,Large,47.96,0.544
2019,Manufacturing,ChatGPT,Latin America,Enterprise,50.99,0.66
2019,Manufacturing,ChatGPT,Middle East & Africa,Small,25.21,1.164
2019,Manufacturing,ChatGPT,Middle East & Africa,Medium,40.78,0.869
2019,Manufacturing,ChatGPT,Middle East & Africa,Large,53.4,0.298
2019,Manufacturing,ChatGPT,Middle East & Africa,Enterprise,58.51,2.039
2019,Manufacturing,GitHub Copilot,North America,Small,52.92,0.468
2019,Manufacturing,GitHub Copilot,North America,Medium,54.57,2.721
2019,Manufacturing,GitHub Copilot,North America,Large,74.29,0.596
2019,Manufacturing,GitHub Copilot,North America,Enterprise,72.24,2.799
2019,Manufacturing,GitHub Copilot,Europe,Small,49.79,0.709
2019,Manufacturing,GitHub Copilot,Europe,Medium,53.42,0.726
2019,Manufacturing,GitHub Copilot,Europe,Large,58.87,1.791
2019,Manufacturing,GitHub Copilot,Europe,Enterprise,64.83,0.516
2019,Manufacturing,GitHub Copilot,Asia-Pacific,Small,50.98,1.458
2019,Manufacturing,GitHub Copilot,Asia-Pacific,Medium,63.02,1.565
2019,Manufacturing,GitHub Copilot,Asia-Pacific,Large,66.98,0.803
2019,Manufacturing,GitHub Copilot,Asia-Pacific,Enterprise,61.71,0.814
2019,Manufacturing,GitHub Copilot,Latin America,Small,33.37,1.134
2019,Manufacturing,GitHub Copilot,Latin America,Medium,40.89,0.957
2019,Manufacturing,GitHub Copilot,Latin America,Large,52.74,0.328
2019,Manufacturing,GitHub Copilot,Latin America,Enterprise,62.09,0.931
2019,Manufacturing,GitHub Copilot,Middle East & Africa,Small,38.89,0.229
2019,Manufacturing,GitHub Copilot,Middle East & Africa,Medium,36.48,0.353
2019,Manufacturing,GitHub Copilot,Middle East & Africa,Large,43.9,1.509
2019,Manufacturing,GitHub Copilot,Middle East & Africa,Enterprise,55.96,0.88
2019,Manufacturing,Midjourney,North America,Small,53.04,1.989
2019,Manufacturing,Midjourney,North America,Medium,57.5,2.502
2019,Manufacturing,Midjourney,North America,Large,62.56,2.193
2019,Manufacturing,Midjourney,North America,Enterprise,76.64,1.09
2019,Manufacturing,Midjourney,Europe,Small,51.37,0.287
2019,Manufacturing,Midjourney,Europe,Medium,52.76,0.467
2019,Manufacturing,Midjourney,Europe,Large,60.3,1.445
2019,Manufacturing,Midjourney,Europe,Enterprise,62.0,2.8
2019,Manufacturing,Midjourney,Asia-Pacific,Small,49.91,0.832
2019,Manufacturing,Midjourney,Asia-Pacific,Medium,61.2,1.352
2019,Manufacturing,Midjourney,Asia-Pacific,Large,55.77,1.845
2019,Manufacturing,Midjourney,Asia-Pacific,Enterprise,72.42,1.696
2019,Manufacturing,Midjourney,Latin America,Small,30.67,0.56
2019,Manufacturing,Midjourney,Latin America,Medium,50.79,2.421
2019,Manufacturing,Midjourney,Latin America,Large,46.82,2.064
2019,Manufacturing,Midjourney,Latin America,Enterprise,58.6,1.578
2019,Manufacturing,Midjourney,Middle East & Africa,Small,36.46,0.88
2019,Manufacturing,Midjourney,Middle East & Africa,Medium,41.6,0.25
2019,Manufacturing,Midjourney,Middle East & Africa,Large,47.23,1.583
2019,Manufacturing,Midjourney,Middle East & Africa,Enterprise,47.16,0.783
2019,Manufacturing,Gemini,North America,Small,54.68,2.696
2019,Manufacturing,Gemini,North America,Medium,58.26,1.67
2019,Manufacturing,Gemini,North America,Large,61.84,0.36
2019,Manufacturing,Gemini,North America,Enterprise,68.89,3.179
2019,Manufacturing,Gemini,Europe,Small,49.78,0.863
2019,Manufacturing,Gemini,Europe,Medium,50.09,1.499
2019,Manufacturing,Gemini,Europe,Large,63.12,0.902
2019,Manufacturing,Gemini,Europe,Enterprise,68.89,0.379
2019,Manufacturing,Gemini,Asia-Pacific,Small,53.02,1.698
2019,Manufacturing,Gemini,Asia-Pacific,Medium,60.93,2.128
2019,Manufacturing,Gemini,Asia-Pacific,Large,54.64,1.549
